,price,total_square,floor
77914,8500000,63.6,12
77915,33000000,62.0,7
77917,13500000,79.5,10
77918,18900000,79.8,11
77920,16963509,37.9,10
77921,7750000,38.7,3
77922,7600000,33.0,9
77923,20685120,70.0,29
77924,41295208,95.0,34
77925,8034820,26.0,2
77926,16700000,72.3,11
77927,9900000,33.6,4
77928,33969400,145.5,2
77929,39171208,94.0,33
77930,13900000,41.0,9
77932,10900000,32.0,6
77933,8200000,61.0,6
77934,14450760,41.1,17
77935,11700000,60.0,8
77936,20000000,38.0,16
77937,9350000,38.0,1
77938,26500000,52.4,3
77939,5599999,24.1,2
77940,11800000,44.2,8
77941,8300000,58.0,10
77942,21000000,63.5,5
77943,10300000,45.7,4
77944,11125000,33.0,1
77945,18900000,97.6,6
77946,15489432,68.4,2
77947,40000000,49.0,7
77948,12600000,38.6,8
77949,33770880,62.0,13
77950,8800000,36.0,5
77951,16400000,72.4,4
77952,14900000,64.5,5
77953,8500000,42.1,1
77954,8800000,60.2,5
77955,11750000,83.9,12
77956,15392221,28.0,31
77957,5900000,39.1,8
77958,15000000,99.7,7
77959,12250000,40.0,4
77960,13200000,64.1,3
77961,14000000,87.0,8
77962,32938000,76.6,15
77963,10950000,66.4,9
77964,22435833,38.1,3
77965,25500000,51.0,6
77966,120000000,121.0,4
77967,11000000,31.0,3
77968,11137598,37.0,6
77969,14099290,42.1,13
77970,8100000,41.8,7
77971,46273954,102.2,15
77972,23000000,66.3,19
77973,12500000,36.5,4
77974,51139816,87.0,26
77975,8500000,41.5,11
77976,20500000,59.0,10
77977,12200000,61.0,5
77979,7400000,35.4,6
77980,30647884,74.0,41
77981,15944266,72.6,10
77982,24500000,73.7,12
77983,15700000,36.2,9
77984,22395032,61.0,13
77985,18392170,28.3,18
77986,13100000,51.0,14
77987,12800000,43.3,4
77988,9700000,72.4,13
77989,21000000,65.7,4
77990,12553861,37.0,13
77991,19000000,46.9,5
77992,6300000,39.0,14
77993,15030347,91.5,15
77994,10800000,36.0,14
77995,9990000,43.0,1
77996,38200000,77.0,12
77997,15364467,76.7,2
77998,27985000,70.1,5
77999,33800000,56.0,2
78000,16100000,74.7,1
78001,14359840,45.1,2
78002,12500000,84.0,15
78003,14150000,58.0,4
78004,13000000,43.5,7
78005,49950000,120.0,4
78006,12633385,30.2,29
78007,19000000,61.0,9
78008,32833800,88.74,6
78009,48220000,100.11,19
78011,14910813,42.0,13
78012,11050000,43.5,3
78013,6600000,34.4,8
78014,35000000,55.0,25
78015,13796204,59.29,4
78016,39900000,88.0,12
78017,124994999,149.8,1
78018,35000000,71.0,4
78019,20900000,43.3,4
78020,13600000,37.8,5
78021,24970000,80.0,4
78022,9700000,38.0,5
78023,18156460,38.2,3
78024,9200000,50.12,3
78025,17607000,84.2,12
78026,9300000,40.4,9
78027,14249600,31.0,43
78028,76000000,138.0,4
78029,22000000,103.0,8
78030,19500000,93.0,2
78031,38774060,89.0,11
78032,25500000,80.2,15
78033,8350000,43.7,12
78034,6750000,38.4,16
78035,18000000,66.0,5
78036,14559750,71.9,5
78037,5900000,39.0,8
78038,10150000,45.0,10
78039,29500000,81.3,3
78040,60761400,156.4,11
78041,9300000,50.3,7
78042,9800000,63.0,6
78043,7625750,28.0,17
78044,38500000,80.0,4
78045,8500000,53.2,3
78046,28000000,79.2,2
78047,28450000,101.0,7
78048,25000000,70.6,2
78049,13900000,75.1,16
78050,24059840,46.7,2
78051,10599000,52.2,21
78052,13000000,75.0,3
78053,19200000,42.12,12
78054,20312300,71.3,13
78055,6300000,32.2,1
78056,12103921,37.0,3
78057,25304950,69.5,11
78058,9500000,39.1,1
78059,45000000,77.6,5
78060,17000000,59.0,8
78061,35000000,56.0,4
78062,12584570,55.5,22
78063,36173540,90.3,43
78064,13085109,68.5,10
78065,17620000,94.0,6
78066,13690000,45.6,1
78067,11500000,57.0,3
78068,50616140,72.62,14
78069,5700000,24.0,13
78070,18000000,53.0,16
78071,13350000,45.3,7
78073,16900000,54.0,12
78074,11999000,37.1,6
78075,26828000,70.6,2
78077,7300000,39.0,10
78079,8710528,37.0,11
78080,9000000,30.1,1
78081,18178704,43.9,4
78082,35500000,74.4,4
78083,14483692,62.0,20
78084,48950000,109.0,7
78085,23000000,57.8,2
78086,27950000,76.0,8
78087,64500000,78.6,4
78088,7100000,36.9,17
78089,13085525,53.71,9
78090,16000000,84.0,12
78091,12671060,37.1,15
78092,10700000,34.0,10
78093,10200000,47.0,2
78094,15278724,50.1,7
78095,6050000,36.9,5
78096,29663640,61.2,31
78097,35000000,73.4,19
78098,13500000,73.3,3
78099,9000000,35.0,2
78100,6700000,30.9,6
78101,8660000,31.0,5
78102,16353067,69.0,2
78103,14500000,45.0,3
78104,20000000,82.2,5
78105,63054971,66.1,4
78106,7300000,35.0,6
78107,14292600,34.03,14
78108,24900000,95.3,7
78109,70899990,84.9,2
78110,42311192,70.0,18
78111,8500000,62.7,7
78112,15000000,61.7,6
78113,12200000,51.7,7
78114,33000000,137.0,11
78115,21274639,42.8,2
78116,44312012,51.0,22
78117,11700000,32.5,9
78118,7303905,59.16,1
78119,8150000,43.8,16
78120,23900000,84.0,14
78121,44430000,76.9,23
78122,28627600,104.89,15
78124,19000000,84.4,4
78125,8500000,42.3,17
78126,12250000,50.1,4
78127,14100000,61.6,22
78128,13200000,43.18,13
78129,13000000,57.9,4
78130,13800000,40.8,2
78131,9300000,45.5,4
78132,14000000,42.8,7
78133,16787603,67.2,24
78134,22150000,75.5,7
78135,16600000,59.5,9
78136,18000000,82.0,10
78137,15200000,75.0,6
78138,12800000,46.0,5
78139,18000000,78.1,3
78140,23000000,47.8,7
78141,37672004,74.6,15
78142,17000000,62.7,1
78143,5600000,35.0,2
78144,7500000,37.0,7
78145,7500000,40.9,4
78146,14739186,42.0,14
78147,6650000,38.0,1
78148,38406280,84.04,39
78149,10550000,64.7,20
78150,20990000,60.0,22
78152,14100000,53.0,14
78153,8000000,40.0,9
78155,14800000,62.0,7
78156,29900000,77.0,15
78157,7200000,42.6,9
78159,5900000,41.0,5
78160,40500000,85.9,11
78162,16085410,38.39,21
78163,8100000,58.0,15
78164,10950000,67.0,25
78165,20083195,34.1,9
78166,32884050,62.0,36
78167,17990000,106.0,3
78168,57000000,92.5,5
78169,13600000,26.3,40
78170,26161933,103.1,4
78171,9071800,54.16,2
78172,11683986,57.0,6
78173,13254425,81.64,16
78174,18900488,46.3,13
78175,35247556,57.0,37
78176,6450000,38.5,6
78177,16000000,54.0,5
78178,21548235,46.7,6
78179,12500000,51.5,1
78180,14900000,38.6,9
78181,29000000,94.0,15
78182,23000000,75.0,10
78183,26782899,46.09,15
78185,17000000,59.0,1
78186,21999000,58.5,18
78187,26761788,61.9,8
78188,13850000,58.0,3
78189,9000000,54.0,3
78191,41000000,84.5,20
78192,41990000,71.2,2
78193,12940000,59.7,2
78194,13000000,40.6,3
78195,25040000,46.0,16
78196,11500000,50.8,1
78197,20770000,48.4,30
78198,9150000,46.0,9
78199,21500000,49.4,28
78200,6800000,36.6,4
78201,10500000,40.3,1
78202,23500000,72.2,8
78203,21700000,65.0,7
78204,12604000,68.5,6
78205,20800000,44.8,6
78206,9500000,47.0,23
78207,6100000,39.8,16
78208,15000000,51.9,5
78209,92700000,149.0,10
78210,20950000,43.85,25
78211,18330000,87.3,5
78212,10600000,40.0,5
78213,13500000,77.0,13
78214,23500000,69.0,2
78215,20574018,62.2,12
78216,26601192,50.03,5
78217,22744193,78.32,20
78218,36200000,85.8,6
78219,48652018,103.1,10
78220,12163291,38.9,2
78221,10500000,37.0,4
78223,5990000,36.0,7
78224,11200000,44.0,9
78225,16692000,42.8,26
78226,7150000,34.0,6
78228,14200000,60.3,4
78229,58500000,70.2,3
78230,9750000,27.6,4
78231,16893728,61.6,15
78232,25300000,54.1,11
78233,46342884,71.0,20
78234,49800000,110.0,8
78235,9531096,25.0,15
78236,24000000,56.0,6
78237,18824699,62.81,8
78238,12500000,31.9,5
78239,13000000,53.5,5
78240,14750000,79.6,2
78241,58000000,95.0,11
78242,6900000,41.0,16
78243,12324000,39.0,11
78244,13590000,45.0,13
78245,29110000,59.73,8
78246,22435920,70.2,6
78247,10800000,42.0,11
78248,5500000,39.3,15
78249,17131958,39.83,9
78250,17800000,72.0,4
78251,19500000,28.6,7
78252,22300000,80.0,3
78253,33387536,72.81,24
78254,41907000,68.7,5
78255,49295092,145.7,3
78256,16500000,131.3,1
78257,18700000,61.0,22
78258,15875685,53.0,16
78259,14573246,61.0,8
78260,39000000,61.0,2
78262,11500000,37.0,4
78263,15500000,60.0,24
78264,8499292,32.0,21
78265,10820166,35.0,15
78266,17000000,53.0,14
78267,5100000,31.1,3
78268,7200000,45.5,6
78269,13500000,41.6,8
78270,29500000,64.0,2
78271,5900000,32.0,15
78274,18500000,81.0,5
78275,12755705,75.3,8
78276,22500000,76.0,1
78277,32900000,87.0,14
78278,20000000,45.0,5
78279,15600000,65.0,15
78280,14990000,48.7,2
78281,14462023,41.09,10
78282,13500000,52.0,2
78283,13900000,47.2,4
78284,14600000,59.0,14
78285,8450000,55.0,11
78286,25331180,74.0,18
78287,12100000,72.0,13
78288,21960084,33.0,31
78289,31000000,78.0,3
78290,7378990,26.0,26
78292,41100520,67.0,13
78294,10700000,53.7,2
78295,12500000,44.0,6
78296,8100000,38.0,4
78297,8900000,55.7,13
78298,8513753,42.0,3
78300,12900000,35.6,14
78301,23724000,45.0,3
78302,38808412,76.1,3
78303,13000000,37.5,9
78304,39406110,100.27,21
78305,11230240,40.0,12
78306,43752741,70.28,16
78307,53114078,145.7,12
78308,7850000,38.5,17
78309,27195809,57.26,4
78310,62000000,89.0,4
78311,15415840,46.1,16
78312,10350000,50.0,8
78313,19566335,59.9,13
78314,12429200,38.6,16
78315,38000000,79.8,5
78316,9909767,36.0,10
78317,8966020,26.0,16
78318,22629534,36.8,3
78319,6200000,39.0,2
78320,22557396,83.0,23
78321,7549002,34.74,7
78323,35000000,61.8,3
78324,15900000,58.8,2
78325,29465680,152.0,2
78326,12500000,60.0,13
78328,8700000,44.0,2
78329,20507600,61.0,18
78330,6900000,44.5,1
78334,21515640,77.2,11
78335,33000000,80.0,30
78337,14500000,47.1,2
78338,15900000,36.1,13
78339,17900000,62.0,17
78340,14282822,56.1,2
78341,7500000,54.0,8
78342,9200000,54.1,2
78344,24765135,61.43,37
78346,35550000,54.0,5
78347,7600000,33.4,20
78348,14000000,46.0,3
78349,10650000,39.8,11
78350,18497000,64.0,8
78351,12500000,42.2,3
78352,7650000,39.3,5
78355,9000000,44.5,9
78356,8200000,47.0,6
78357,12835794,69.0,2
78358,17596042,74.0,8
78359,8300000,33.7,8
78360,8500000,38.3,5
78361,34000000,65.6,15
78362,17350000,63.0,9
78363,13300000,58.0,20
78364,12000000,46.0,3
78365,8050000,47.4,1
78366,11500000,45.2,8
78367,45653760,118.89,16
78368,13700000,54.0,14
78369,11600000,60.3,6
78370,13500000,72.0,7
78371,27691080,101.6,36
78372,17200000,46.0,8
78373,18300000,57.7,9
78375,19700000,72.5,14
78376,11450000,57.44,7
78377,14720860,62.0,13
78378,36421000,77.0,6
78379,17100000,76.0,13
78380,52141098,132.69,5
78381,16300000,57.4,7
78383,16700000,43.0,12
78384,12700000,52.5,3
78385,6690000,38.3,3
78386,16500000,70.4,13
78387,13500000,85.9,4
78388,30000000,74.5,2
78389,17859344,70.0,12
78390,11100000,44.1,9
78391,13700000,45.0,4
78392,11900000,45.0,5
78394,19900000,60.4,20
78395,23895000,67.5,7
78396,34900000,104.0,3
78397,16200000,85.5,4
78398,7886390,62.45,1
78399,29500000,93.7,18
78400,14375128,40.4,35
78401,9950000,42.0,17
78402,8500000,45.0,17
78403,16899000,35.0,3
78404,6734334,35.6,6
78405,8000000,33.0,4
78406,10000000,39.0,6
78407,6500000,37.7,13
78408,13000000,47.4,13
78409,15403396,64.0,6
78410,34030159,83.12,38
78412,20000000,81.6,3
78413,13350000,74.0,11
78414,9899697,39.0,2
78415,14500000,57.0,5
78416,9800000,39.0,18
78417,14100000,108.9,1
78418,13199999,43.9,5
78419,21000000,69.0,6
78420,28400000,79.4,7
78421,19095295,45.0,15
78422,8700000,28.0,12
78423,13900000,62.8,4
78424,21000000,58.0,4
78425,40000000,140.0,7
78426,26000000,85.0,17
78427,22300000,65.0,15
78428,8341934,28.3,9
78429,8900000,68.0,6
78430,10600000,45.0,2
78431,11800000,42.0,7
78432,14300000,50.0,9
78433,12500000,52.4,1
78434,11500000,43.0,16
78435,16200000,58.0,9
78436,13700000,51.0,6
78437,14950000,80.8,22
78438,7000000,40.0,14
78439,33000000,65.0,31
78440,40449704,71.0,5
78441,9900000,58.5,5
78442,12643167,60.0,8
78443,13400000,40.0,6
78444,19000000,57.0,6
78445,5650000,33.0,1
78446,9400000,40.1,9
78447,19200000,36.0,10
78448,11800000,52.0,5
78449,7600000,40.5,5
78450,12000000,35.9,4
78451,21748392,78.0,20
78452,10500000,54.0,7
78453,6999999,29.4,1
78454,10496100,44.0,3
78455,15300000,87.4,7
78456,17160376,63.0,7
78458,14200000,57.4,4
78459,10000000,45.2,1
78460,15300000,56.0,2
78461,26900000,66.0,24
78462,12800000,50.6,8
78463,9800000,44.0,19
78464,20444946,36.62,10
78466,8200000,41.7,21
78467,82207800,103.0,2
78468,20300000,75.3,2
78469,18700000,69.0,3
78471,8700000,33.0,12
78472,23740000,46.0,12
78473,17666627,73.6,8
78474,22950000,56.9,7
78475,13464625,50.0,19
78477,14000000,53.1,22
78478,13400000,41.1,8
78480,45000000,80.0,23
78481,24161760,65.8,2
78482,11900000,57.5,6
78483,9700000,35.0,5
78484,7890000,32.0,13
78485,21500000,73.0,13
78486,14450000,54.0,13
78487,11694694,40.7,13
78488,14000000,58.0,11
78489,5700000,33.0,2
78490,9831360,53.2,5
78491,14722985,61.8,12
78492,9420000,60.0,21
78493,16000000,34.0,35
78494,40000000,64.5,6
78495,34500000,70.0,26
78496,33500000,52.0,2
78497,13443500,38.0,10
78498,23500000,36.8,9
78499,7300000,42.4,5
78501,33461894,99.0,11
78503,92036000,105.5,8
78504,13700000,38.0,9
78505,12880107,39.7,12
78506,25897000,55.1,6
78507,15800000,57.8,3
78508,29927282,47.3,31
78509,26852040,82.8,18
78510,18000000,70.0,8
78511,8500000,50.3,14
78512,39000000,90.4,13
78513,11966448,45.3,2
78514,7800000,42.0,1
78516,12110300,34.9,16
78517,19950000,96.0,7
78518,12800000,65.0,10
78519,6101132,43.2,5
78520,6340215,42.27,24
78521,15861593,62.0,12
78522,9149900,58.0,4
78523,9500000,26.2,1
78524,26230089,92.5,13
78525,10600000,40.0,10
78526,13000000,57.8,5
78527,15112631,67.0,2
78528,28806638,56.0,6
78529,30575321,48.7,40
78530,5350000,32.4,4
78531,11950000,56.3,7
78532,24000000,71.3,7
78533,14850000,66.5,12
78534,16300000,107.3,7
78535,33900000,74.4,4
78536,7750000,42.0,6
78537,6000000,31.5,8
78539,7400000,25.0,12
78540,26800000,81.3,3
78541,14000000,64.5,5
78542,5000000,34.0,6
78543,14000000,62.0,10
78545,14500000,62.0,18
78546,7900000,52.2,3
78547,21492125,62.5,29
78548,8200000,33.0,5
78549,15000000,34.0,2
78550,12790000,62.5,18
78551,17953492,74.0,9
78552,8250000,54.2,7
78553,6450000,43.0,1
78554,12300000,52.9,14
78555,16500000,64.0,25
78556,15990407,75.3,7
78557,25999000,86.0,14
78558,7250000,42.0,18
78559,41282080,89.0,36
78560,19246079,53.65,3
78561,13300000,56.0,7
78562,11542032,36.8,14
78563,10760000,48.0,15
78564,8100000,53.0,9
78565,7400000,42.3,1
78568,16900000,111.4,11
78569,10200000,35.0,26
78570,13199000,39.2,2
78571,44217275,102.5,15
78573,15100000,59.0,4
78574,107774550,149.5,3
78575,46028850,111.45,18
78576,19753560,40.0,22
78577,8050000,46.0,5
78578,13900000,46.9,5
78579,11500000,50.8,12
78580,13000000,39.0,19
78581,33763115,71.1,4
78582,31599999,53.67,9
78583,19300000,77.0,13
78584,7500000,32.0,8
78585,23500000,65.0,21
78586,45000000,114.0,4
78587,17168714,47.93,6
78588,10759338,40.0,4
78589,9500000,70.0,2
78590,9500000,44.0,2
78591,53000000,91.0,11
78592,46639500,100.3,7
78593,11784900,65.0,8
78594,15852650,77.9,9
78595,7000000,51.0,3
78597,9700000,30.0,2
78598,9720628,51.4,6
78599,17500000,60.6,9
78600,10500880,26.0,34
78601,12600000,42.7,5
78602,6900000,45.4,2
78603,16300000,51.5,14
78604,15726744,61.6,4
78605,31923738,72.6,7
78607,21000000,58.7,5
78608,15200000,74.6,1
78609,30000000,42.0,7
78610,25000000,115.0,3
78611,12319038,42.8,16
78612,6200000,44.2,5
78613,7300000,28.7,6
78614,10500000,52.0,11
78615,12500000,40.8,3
78616,17100000,82.0,10
78617,12377134,35.8,7
78618,17500000,60.0,5
78619,39226278,70.48,2
78621,60000000,115.0,2
78623,7200000,46.5,4
78624,11000000,63.0,11
78625,13980000,47.52,6
78626,13350000,54.0,9
78627,11250000,61.0,9
78628,26600000,97.4,11
78629,14567152,44.4,18
78630,23500000,83.19,6
78631,63900000,114.0,5
78632,12200000,47.7,12
78633,7932260,36.74,8
78634,46000000,68.4,2
78635,24000000,86.0,3
78636,13200000,45.7,4
78637,12000000,75.5,16
78638,61000000,136.4,42
78639,29990000,120.0,25
78640,32000000,112.0,3
78641,16500000,117.0,2
78642,19829788,62.0,21
78643,8750000,59.0,5
78644,10350000,42.0,11
78645,43000000,79.6,11
78647,14000000,33.1,15
78648,39900000,111.6,15
78649,35969250,72.3,6
78650,54243000,143.5,17
78651,15000000,64.5,2
78652,14204359,63.03,2
78653,14734838,67.8,3
78654,48194044,84.8,13
78655,13957383,63.4,25
78656,9339944,34.0,13
78658,5437002,33.4,15
78659,18700000,60.8,12
78660,7800000,43.0,4
78661,46996512,125.0,27
78662,12999000,62.3,3
78663,5999500,41.0,2
78664,26277320,52.92,6
78665,23004250,47.5,11
78666,6900000,38.1,14
78667,22000000,80.7,5
78668,8149000,40.1,17
78669,5200000,28.8,2
78670,11500000,44.0,5
78671,8500000,29.0,5
78672,11601744,51.0,2
78673,15990000,90.7,15
78674,56700000,97.4,5
78675,21700000,73.0,2
78676,96320258,86.5,4
78677,13950000,33.0,13
78678,10300000,38.0,2
78679,9800000,58.2,4
78680,10800000,62.9,3
78682,12000000,37.0,3
78683,75000000,107.2,40
78684,14670227,62.91,23
78685,23650000,78.0,9
78686,15624939,61.93,6
78687,26500000,80.7,7
78688,13500000,41.0,1
78689,13000000,42.0,9
78690,24850000,84.0,3
78691,108157500,142.5,17
78692,14344500,39.3,9
78693,23900000,61.2,4
78694,13600000,56.9,8
78697,11700000,38.0,3
78698,10332363,34.42,13
78699,16490500,55.9,1
78700,15700000,84.6,12
78701,13586624,67.5,9
78702,5600000,26.0,7
78703,13500000,78.0,2
78704,47102243,51.1,28
78707,20500000,67.6,7
78708,13950000,43.5,3
78709,16990000,46.6,7
78710,11700000,63.0,1
78711,20141484,66.0,17
78713,11650000,55.0,16
78714,12830425,46.27,23
78715,6350000,45.0,9
78716,25345336,69.0,5
78717,19601872,78.7,7
78718,14154557,77.3,17
78719,24888624,80.4,13
78720,8738568,36.0,4
78721,6406381,40.86,5
78722,24580524,72.4,18
78723,12700000,32.1,2
78724,13900000,33.0,2
78725,13158862,42.0,14
78726,7800000,44.0,2
78727,7300000,31.0,12
78728,7350000,47.2,3
78730,31037700,61.4,10
78731,9300000,61.4,17
78732,13725250,80.5,2
78733,20700000,44.2,4
78734,14200000,29.9,10
78735,24350000,46.0,13
78736,17353434,82.6,18
78737,33000000,127.5,4
78738,40000000,127.0,5
78739,11298418,41.0,13
78740,20500000,58.0,25
78741,44000000,115.0,7
78742,7650000,47.0,4
78743,30471370,55.9,23
78744,10200000,72.3,2
78745,7033125,24.49,14
78746,9376275,34.99,18
78747,36684910,87.7,23
78748,15250000,54.5,1
78749,11700000,66.1,25
78750,9167101,29.0,3
78751,34326600,66.0,15
78752,14954600,65.0,13
78753,20900000,61.0,4
78754,23900000,50.4,9
78755,11317130,60.5,3
78756,9130614,41.8,6
78757,7500000,56.1,4
78758,11700000,74.0,8
78759,23995000,46.4,7
78760,9400391,52.2,1
78761,6100000,36.4,6
78762,12600000,61.5,4
78763,28900000,92.6,11
78764,52116797,118.14,4
78765,6000000,30.4,1
78766,7100000,33.0,5
78767,7050000,26.13,15
78768,13500000,56.0,5
78769,50000000,100.0,18
78770,10500000,81.0,11
78771,14600000,76.0,10
78772,27700000,97.0,3
78773,13500000,59.0,8
78774,42100000,71.5,14
78775,19994260,57.2,30
78776,13179000,38.2,20
78777,15143268,55.93,17
78779,17485331,69.6,18
78780,10958983,66.3,5
78781,12172885,41.0,4
78782,22391880,73.0,17
78783,15943427,74.0,12
78784,14990000,82.0,11
78785,18815892,43.8,21
78786,6670000,40.1,3
78787,25156232,71.0,24
78788,9400000,56.0,16
78789,21546539,37.13,24
78791,39890000,81.49,14
78792,23500000,55.7,4
78793,16000000,58.0,16
78794,16931805,82.5,5
78795,14500000,81.0,12
78796,36000000,67.5,9
78797,10999000,36.6,14
78798,24573063,62.5,13
78799,12500000,69.0,14
78800,17999900,64.1,2
78801,12300000,44.6,13
78802,5700000,37.0,3
78803,12800000,45.0,3
78804,31997188,76.0,30
78805,22290000,92.39,2
78806,127000000,135.0,7
78807,8000000,58.0,9
78808,19990000,52.7,2
78809,19900000,67.4,2
78810,15800000,43.0,5
78811,11572741,35.14,23
78812,18068997,76.2,16
78813,10490000,44.0,1
78814,16700544,45.6,13
78815,20750000,60.0,3
78816,41135760,110.58,10
78817,9415998,30.2,12
78818,17000000,63.0,5
78819,19300000,37.5,10
78821,56900000,88.0,2
78822,27990000,84.9,11
78823,36500000,116.0,7
78824,5250000,32.0,4
78825,18000000,62.0,3
78826,20527925,65.73,7
78827,11100000,50.0,1
78828,26801630,106.8,3
78829,23950000,66.0,11
78830,22603540,69.98,2
78831,18272199,52.1,25
78832,50000000,108.0,27
78834,15400000,57.2,4
78835,22815000,59.7,2
78836,8000000,62.8,2
78837,5300000,30.8,3
78838,9100000,42.0,3
78839,9300000,61.2,4
78840,14950000,65.0,9
78841,15100000,54.0,3
78842,22000000,76.2,17
78843,14700000,57.9,17
78844,7192146,35.68,13
78845,39589274,111.8,12
78846,64700000,94.0,4
78847,33900000,70.0,5
78848,8100000,25.0,3
78849,15500000,87.9,9
78850,19706170,39.49,11
78851,11157378,40.0,3
78852,13285507,46.3,18
78853,9103053,29.8,21
78855,18345456,76.0,10
78856,11900000,33.6,10
78857,17900000,70.1,14
78858,25025590,77.7,4
78859,13500000,51.3,10
78860,21799000,65.0,11
78861,20500000,40.54,7
78863,29357640,70.2,17
78864,17000000,100.0,4
78865,7550000,41.5,1
78866,7350000,36.2,12
78867,11500000,55.1,24
78868,94900000,130.0,15
78869,13550000,65.4,7
78870,6900000,41.0,18
78871,10153011,34.0,13
78872,11900000,74.8,12
78873,38000000,80.0,4
78874,9890000,38.5,18
78876,15374439,54.1,4
78877,16990000,43.0,1
78878,23341420,66.27,4
78879,6320320,43.51,9
78880,7894776,55.9,1
78881,8200000,36.0,3
78882,12700000,58.0,8
78883,21058743,73.7,11
78884,15958496,72.6,12
78885,11300000,59.0,17
78886,12200000,64.7,7
78887,92000000,126.0,3
78888,28900000,66.7,22
78889,16983680,54.4,14
78890,17500000,60.5,8
78891,27582540,46.6,15
78892,44999000,112.0,7
78893,13600000,104.8,9
78895,8820462,26.2,2
78896,13374697,59.11,6
78897,16328255,29.65,2
78898,7600000,32.1,4
78899,14000000,64.0,3
78900,13500000,54.0,21
78901,12400000,44.0,5
78902,14500000,56.4,5
78903,32810000,62.73,8
78904,8300000,26.5,5
78905,11300000,44.4,7
78906,20900000,77.0,4
78907,13600371,41.6,27
78908,13370000,31.9,5
78909,80500000,104.0,16
78910,7501307,34.41,8
78911,17319218,84.1,6
78912,13417397,49.92,22
78913,7560854,26.43,17
78914,39500000,90.5,41
78915,36410000,65.38,16
78918,9945000,26.0,24
78919,8190000,67.0,3
78920,13000000,42.2,3
78921,17441504,43.8,25
78922,20665000,45.0,8
78923,25500000,44.5,11
78924,12000000,61.9,3
